1 ;; 1
2 ; -31.5 ; -36.5
3 ; -26.5 ; -32.5
4 ; -32.0 ; -36.5
5 ; -30.5 ; -35.0
6 ; -34.5 ; -32.5
7 ; -30.0 ; -37.0
8 ; -28.0 ; -32.5
9 ; -27.0 ; -31.0
10 ; -26.5 ; -32.0
11 ; -28.5 ; -32.5
12 ; -28.5 ; -32.5
13 ; -28.5 ; -32.5
14 ; -29.0 ; -34.0
15 ; -30.0 ; -35.0
16 ; -27.0 ; -31.5
17 ; -28.5 ; -32.0
18 ; -29.0 ; -34.5
19 ; -31.5 ; -37.5
20 ; -30.5 ; -35.5
21 ;; 2
22 ; -31.5 ; -33.5
23 ; -29.5 ; -36.5
24 ; -27.5 ; -32.5
25 ; -30.5 ; -33.0
26 ;; 4
27 ; -26.0 ; -32.5
28 ; -26.5 ; -32.5
29 ; -27.5 ; -32.5
30 ; -27.5 ; -32.0
31 ; -28.0 ; -31.5
32 ;; 6
33 ; -29.5 ; -33.5
34 ; -27.5 ; -32.5
35 ; -29.5 ; -33.0
36 ;; 8
37 ; -30.5 ; -33.0
38 ; -28.5 ; -33.5
39 ; -29.5 ; -33.5
40 ;; 10
41 ; -29.5 ; -34.5
42 ; -28.5 ; -33.5
43 ; -27.5 ; -32.0
44 ; -27.0 ; -32.5
45 ; -27.0 ; -32.5
46 ;; 12
47 ; -28.5 ; -32.5
48 ;; 14
